Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2022-04-07;35,025;37,57;35,025;37,57;1.010;37.930
2022-04-06;32,90;32,90;32,90;32,90;0;0
2022-04-05;33,225;33,225;33,225;33,225;0;0
2022-04-04;32,10;32,10;32,10;32,10;0;0
2022-04-01;32,75;32,75;32,75;32,75;0;0
2022-03-31;34,44;34,44;34,44;34,44;0;0
2022-03-30;35,58;35,58;35,58;35,58;0;0
2022-03-29;35,20;35,20;35,20;35,20;0;0
2022-03-28;36,09;36,09;36,09;36,09;0;0
2022-03-25;34,81;34,81;34,81;34,81;0;0
2022-03-24;34,26;34,26;34,26;34,26;0;0
2022-03-23;34,56;34,56;34,56;34,56;0;0
2022-03-22;34,01;34,01;34,01;34,01;0;0
2022-03-21;33,37;33,37;33,37;33,37;0;0
2022-03-18;30,86;30,86;30,86;30,86;0;0
2022-03-17;32,05;32,05;32,05;32,05;0;0
2022-03-16;31,73;31,73;31,73;31,73;0;0
2022-03-15;30,83;30,83;30,83;30,83;0;0
2022-03-14;33,23;33,23;33,23;33,23;0;0
2022-03-11;32,93;32,93;32,93;32,93;0;0
2022-03-10;32,40;32,40;32,40;32,40;0;0
2022-03-09;32,68;32,68;32,68;32,68;0;0
2022-03-08;32,16;32,23;32,16;32,23;200;6.446
2022-03-07;32,67;32,67;32,67;32,67;0;0
2022-03-04;33,13;33,16;33,13;33,16;250;8.290
2022-03-03;32,39;32,39;32,39;32,39;0;0
2022-03-02;30,61;30,61;30,61;30,61;0;0
2022-03-01;29,95;29,95;29,95;29,95;0;0
2022-02-28;30,19;30,19;30,19;30,19;0;0
2022-02-25;29,88;29,88;29,88;29,88;0;0
2022-02-24;29,65;29,65;29,65;29,65;0;0
2022-02-23;31,05;31,05;31,05;31,05;0;0
2022-02-22;31,34;31,34;31,34;31,34;150;4.701
2022-02-21;31,81;31,81;31,81;31,81;0;0
2022-02-18;32,00;32,00;32,00;32,00;0;0
2022-02-17;33,16;33,16;33,16;33,16;0;0
2022-02-16;32,77;32,77;32,77;32,77;0;0
2022-02-15;32,10;32,10;32,10;32,10;0;0
2022-02-14;32,76;32,76;32,52;32,52;200;6.504
2022-02-11;33,26;33,26;33,26;33,26;0;0
2022-02-10;33,49;33,49;33,44;33,44;194;6.487
2022-02-09;33,36;33,36;33,13;33,13;100;3.313
2022-02-08;32,60;32,60;32,60;32,60;0;0
2022-02-07;32,77;32,77;32,77;32,77;0;0
2022-02-04;33,06;33,06;33,06;33,06;0;0
2022-02-03;33,44;33,44;33,44;33,44;0;0
2022-02-02;33,24;33,43;33,24;33,43;54;1.805
2022-02-01;32,61;32,61;32,61;32,61;0;0
2022-01-31;32,43;32,43;32,43;32,43;0;0
2022-01-28;31,57;31,57;31,57;31,57;0;0
2022-01-27;31,02;31,02;31,02;31,02;0;0
2022-01-26;30,89;30,89;30,89;30,89;0;0
2022-01-25;31,18;31,18;31,18;31,18;0;0
2022-01-24;30,79;30,79;30,79;30,79;0;0
2022-01-21;31,63;31,63;31,63;31,63;0;0
2022-01-20;32,31;32,31;32,31;32,31;0;0
2022-01-19;32,82;32,82;32,82;32,82;0;0
2022-01-18;33,44;33,44;33,44;33,44;0;0
2022-01-17;33,74;33,74;33,74;33,74;0;0
2022-01-14;33,79;33,79;33,79;33,79;0;0
2022-01-13;33,91;33,91;33,91;33,91;0;0
2022-01-12;34,36;34,36;34,36;34,36;0;0
2022-01-11;34,30;34,30;34,30;34,30;0;0
2022-01-10;33,99;33,99;33,93;33,93;550;18.662
2022-01-07;34,15;34,15;34,15;34,15;0;0
2022-01-06;34,25;34,25;34,25;34,25;0;0
2022-01-05;34,50;34,50;34,50;34,50;0;0
2022-01-04;33,57;33,91;33,57;33,91;65;2.204
2022-01-03;33,15;33,15;33,15;33,15;0;0
2021-12-30;33,40;33,40;33,40;33,40;0;0
2021-12-29;33,50;33,50;33,50;33,50;0;0
2021-12-28;33,48;33,48;33,48;33,48;0;0
2021-12-27;33,14;33,65;33,14;33,65;533;17.930
2021-12-23;32,81;32,81;32,81;32,81;0;0
2021-12-22;32,69;32,69;32,69;32,69;0;0
2021-12-21;32,20;32,20;32,20;32,20;0;0
2021-12-20;32,02;32,02;32,02;32,02;0;0
2021-12-17;32,26;32,26;32,26;32,26;0;0
2021-12-16;32,21;32,21;32,21;32,21;0;0
2021-12-15;31,44;31,44;31,44;31,44;0;0
2021-12-14;31,21;31,21;31,21;31,21;0;0
2021-12-13;32,20;32,20;32,20;32,20;560;18.032
2021-12-10;31,88;31,88;31,88;31,88;0;0
2021-12-09;32,25;32,25;32,25;32,25;0;0
2021-12-08;32,97;32,97;32,97;32,97;0;0
2021-12-07;32,60;33,26;32,60;33,26;200;6.652
2021-12-06;33,26;33,26;33,26;33,26;0;0
2021-12-03;33,23;33,23;33,23;33,23;0;0
2021-12-02;32,26;32,26;32,26;32,26;0;0
2021-12-01;31,22;32,93;31,22;32,93;200;6.586
2021-11-30;31,52;31,52;31,28;31,28;40;1.251
2021-11-29;30,54;30,54;30,54;30,54;0;0
2021-11-26;30,59;30,59;30,15;30,15;0;0
2021-11-25;31,55;31,55;31,42;31,42;229;7.195
2021-11-24;30,48;31,54;30,48;31,54;333;10.468
2021-11-23;28,26;28,26;28,26;28,26;0;0
2021-11-22;27,84;28,71;27,84;28,71;46;1.321
2021-11-19;27,66;27,66;27,66;27,66;0;0
2021-11-18;27,24;27,51;27,24;27,51;650;17.882
2021-11-17;27,49;27,49;27,49;27,49;0;0
2021-11-16;27,45;27,45;27,45;27,45;0;0
2021-11-15;27,65;27,65;27,65;27,65;0;0
2021-11-12;27,58;27,58;27,58;27,58;0;0
2021-11-11;27,38;27,38;27,38;27,38;0;0
2021-11-10;27,29;27,29;27,29;27,29;0;0
2021-11-09;27,11;27,11;27,11;27,11;0;0
2021-11-08;27,70;27,78;27,70;27,78;33;917
2021-11-05;27,08;27,08;27,08;27,08;0;0
2021-11-04;26,88;26,88;26,88;26,88;0;0
2021-11-03;26,74;26,74;26,74;26,74;0;0
2021-11-02;26,88;26,88;26,88;26,88;0;0
2021-11-01;26,17;26,17;26,17;26,17;0;0
2021-10-29;26,01;26,01;26,01;26,01;0;0
2021-10-28;25,54;25,54;25,54;25,54;0;0
2021-10-27;25,99;25,99;25,99;25,99;0;0
2021-10-26;26,32;26,48;26,32;26,48;187;4.952
2021-10-25;26,15;26,15;26,15;26,15;0;0
2021-10-22;26,02;26,02;26,02;26,02;0;0
2021-10-21;25,65;25,75;25,65;25,75;200;5.150
2021-10-20;24,66;24,66;24,66;24,66;0;0
2021-10-19;24,46;24,46;24,46;24,46;0;0
2021-10-18;24,29;24,29;24,29;24,29;0;0
2021-10-15;23,74;23,74;23,74;23,74;0;0
2021-10-14;22,90;22,90;22,90;22,90;0;0
2021-10-13;22,94;22,94;22,94;22,94;0;0
2021-10-12;23,82;23,82;23,82;23,82;0;0
2021-10-11;24,06;24,06;24,06;24,06;0;0
2021-10-08;24,23;24,23;24,23;24,23;0;0
2021-10-07;24,03;24,03;24,03;24,03;0;0
2021-10-06;24,29;24,29;24,29;24,29;0;0
2021-10-05;24,22;24,22;24,22;24,22;0;0
2021-10-04;24,12;24,12;24,12;24,12;0;0
2021-10-01;23,52;23,52;23,52;23,52;0;0
2021-09-30;23,64;23,64;23,64;23,64;0;0
2021-09-29;24,21;24,21;24,21;24,21;0;0
2021-09-28;24,56;24,56;24,56;24,56;0;0
2021-09-27;23,87;23,87;23,86;23,86;125;2.983
2021-09-24;23,82;23,82;23,82;23,82;0;0
2021-09-23;23,60;23,60;23,58;23,58;1.834;43.246
2021-09-22;22,94;22,94;22,94;22,94;0;0
2021-09-21;23,28;23,28;23,28;23,28;0;0
2021-09-20;23,33;23,33;23,33;23,33;0;0
2021-09-17;23,74;23,74;23,74;23,74;0;0
2021-09-16;23,66;23,66;23,66;23,66;0;0
2021-09-15;23,40;23,40;23,40;23,40;0;0
2021-09-14;24,02;24,02;24,02;24,02;0;0
2021-09-13;23,77;23,77;23,77;23,77;0;0
2021-09-10;23,79;23,79;23,79;23,79;0;0
2021-09-09;23,72;23,72;23,72;23,72;0;0
2021-09-08;24,12;24,12;24,12;24,12;0;0
2021-09-07;25,02;25,02;25,02;25,02;0;0
2021-09-06;25,16;25,16;25,16;25,16;0;0
2021-09-03;24,85;24,85;24,85;24,85;0;0
2021-09-02;24,59;24,59;24,59;24,59;0;0
2021-09-01;25,19;25,19;25,19;25,19;0;0
2021-08-31;25,16;25,16;25,16;25,16;0;0
2021-08-30;24,28;24,28;24,28;24,28;0;0
2021-08-27;24,15;24,15;24,15;24,15;0;0
2021-08-26;24,86;24,86;24,86;24,86;0;0
2021-08-25;24,59;24,59;24,59;24,59;0;0
2021-08-24;24,26;24,27;24,26;24,27;75;1.820
2021-08-23;24,22;24,22;24,22;24,22;0;0
2021-08-20;23,67;23,67;23,67;23,67;0;0
2021-08-19;24,08;24,08;24,08;24,08;0;0
2021-08-18;24,39;24,39;24,39;24,39;0;0
2021-08-17;24,87;24,87;24,87;24,87;0;0
2021-08-16;24,45;24,45;24,45;24,45;0;0
2021-08-13;25,89;25,89;25,89;25,89;0;0
2021-08-12;25,53;25,53;25,53;25,53;0;0
2021-08-11;25,25;25,25;25,25;25,25;0;0
2021-08-10;24,86;24,86;24,86;24,86;0;0
2021-08-09;24,80;24,80;24,80;24,80;0;0
2021-08-06;24,62;24,62;24,62;24,62;0;0
2021-08-05;24,58;24,58;24,58;24,58;0;0
2021-08-04;24,77;24,77;24,77;24,77;0;0
2021-08-03;24,53;24,53;24,53;24,53;0;0
2021-08-02;24,30;24,30;24,30;24,30;0;0
2021-07-30;23,82;23,82;23,82;23,82;0;0
2021-07-29;23,99;24,00;23,99;24,00;400;9.600
2021-07-28;23,93;23,95;23,93;23,95;300;7.185
2021-07-27;24,06;24,06;23,93;23,93;600;14.358
2021-07-26;23,79;23,79;23,79;23,79;0;0
2021-07-23;23,58;23,58;23,58;23,58;0;0
2021-07-22;24,10;24,10;24,10;24,10;0;0
2021-07-21;23,86;23,86;23,86;23,86;0;0
2021-07-20;23,45;23,45;23,45;23,45;0;0
2021-07-19;23,20;23,20;23,20;23,20;0;0
2021-07-16;23,78;23,78;23,78;23,78;0;0
2021-07-15;24,17;24,17;24,17;24,17;20;483
2021-07-14;23,85;23,85;23,85;23,85;0;0
2021-07-13;24,53;24,53;24,53;24,53;0;0
2021-07-12;25,40;25,40;25,40;25,40;200;5.080
2021-07-09;25,26;25,26;25,26;25,26;0;0
2021-07-08;25,54;25,54;25,54;25,54;0;0
2021-07-07;25,39;25,64;25,39;25,64;200;5.128
2021-07-06;25,82;25,82;25,82;25,82;0;0
2021-07-05;25,82;25,82;25,82;25,82;0;0
2021-07-02;25,52;25,52;25,52;25,52;0;0
2021-07-01;25,49;25,49;25,49;25,49;0;0
2021-06-30;25,25;25,25;25,25;25,25;0;0
2021-06-29;24,98;24,98;24,98;24,98;0;0
2021-06-28;24,91;24,91;24,91;24,91;0;0
2021-06-25;24,67;24,67;24,67;24,67;0;0
2021-06-24;24,45;24,45;24,45;24,45;0;0
2021-06-23;24,44;24,44;24,44;24,44;0;0
2021-06-22;24,53;24,53;24,53;24,53;0;0
2021-06-21;24,00;24,00;24,00;24,00;0;0
2021-06-18;24,07;24,07;24,07;24,07;0;0
2021-06-17;24,08;24,08;24,08;24,08;0;0
2021-06-16;24,33;24,33;24,33;24,33;0;0
2021-06-15;24,15;24,15;24,15;24,15;0;0
2021-06-14;24,76;24,76;24,76;24,76;0;0
2021-06-11;24,49;24,85;24,49;24,85;150;3.728
2021-06-10;24,61;24,61;24,61;24,61;0;0
2021-06-09;24,88;24,88;24,88;24,88;0;0
2021-06-08;24,99;24,99;24,99;24,99;0;0
2021-06-07;24,98;24,98;24,98;24,98;0;0
2021-06-04;24,60;24,60;24,60;24,60;0;0
2021-06-03;24,33;24,33;24,33;24,33;0;0
2021-06-02;24,41;24,41;24,41;24,41;0;0
2021-06-01;24,15;24,19;24,15;24,19;46;1.113
2021-05-31;24,00;24,00;24,00;24,00;1.000;24.000
2021-05-28;24,52;24,52;24,52;24,52;0;0
2021-05-27;26,32;26,32;26,32;26,32;0;0
2021-05-26;26,02;26,02;26,02;26,02;0;0
2021-05-25;26,34;26,34;26,34;26,34;0;0
2021-05-21;26,17;26,17;26,17;26,17;0;0
2021-05-20;26,03;26,03;26,03;26,03;0;0
2021-05-19;26,31;26,31;26,31;26,31;0;0
2021-05-18;27,17;27,17;27,17;27,17;0;0
2021-05-17;27,02;27,02;27,02;27,02;0;0
2021-05-14;26,74;26,74;26,74;26,74;0;0
2021-05-13;26,36;26,36;26,36;26,36;0;0
2021-05-12;27,52;27,52;27,52;27,52;0;0
2021-05-11;28,70;28,70;28,70;28,70;0;0
2021-05-10;29,37;29,37;29,37;29,37;420;12.335
2021-05-07;28,97;28,97;28,97;28,97;0;0
2021-05-06;28,61;28,61;28,61;28,61;0;0
2021-05-05;28,18;28,18;28,18;28,18;0;0
2021-05-04;28,50;28,50;28,50;28,50;0;0
2021-05-03;28,29;28,29;28,29;28,29;0;0
2021-04-30;28,49;28,49;28,49;28,49;0;0
2021-04-29;28,24;28,24;28,24;28,24;0;0
2021-04-28;28,41;28,41;28,41;28,41;0;0
2021-04-27;28,40;28,40;28,40;28,40;0;0
2021-04-26;28,34;28,34;28,34;28,34;0;0
2021-04-23;27,98;27,98;27,98;27,98;0;0
2021-04-22;28,04;28,04;28,04;28,04;0;0
2021-04-21;27,61;27,61;27,61;27,61;0;0
2021-04-20;27,87;27,87;27,87;27,87;0;0
2021-04-19;28,25;28,25;28,25;28,25;0;0
2021-04-16;27,96;27,96;27,96;27,96;25;699
2021-04-15;27,64;27,84;27,64;27,84;272;7.572
2021-04-14;27,52;27,52;27,52;27,52;0;0
2021-04-13;27,41;27,41;27,41;27,41;0;0
2021-04-12;27,58;27,58;27,58;27,58;0;0
2021-04-09;27,12;27,12;27,12;27,12;0;0
2021-04-08;27,14;27,14;27,14;27,14;0;0
2021-04-07;27,18;27,18;27,18;27,18;0;0
2021-04-06;27,35;27,35;27,35;27,35;0;0
2021-04-01;26,99;26,99;26,99;26,99;0;0
