Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
05.04.2022;65;65,5;64,59;65,06;3.466.499;225.500.128
04.04.2022;65;65,24;64,36;65,07;5.361.734;347.735.173
01.04.2022;61,95;63,17;61,94;63,02;3.447.292;216.774.954
31.03.2022;61,8;62,63;61,74;62,1;3.453.128;214.656.728
30.03.2022;61,46;61,87;61,2;61,87;3.262.342;201.007.461
29.03.2022;61,28;61,97;60,72;61,97;3.725.778;229.455.500
28.03.2022;61,61;62,71;60,78;60,91;4.370.557;269.189.770
25.03.2022;59,93;60,95;59,33;60,62;3.660.553;220.552.394
24.03.2022;59,2;59,94;59,18;59,53;2.862.356;170.636.097
23.03.2022;59,02;59,73;58,98;59,43;2.786.176;165.335.883
22.03.2022;58,91;59,36;58,72;59,17;3.771.365;223.016.315
21.03.2022;57,9;59,16;57,75;58,66;3.492.017;204.758.323
18.03.2022;57,56;58,01;57,1;58,01;5.606.710;323.802.906
17.03.2022;57;57,85;56,61;57,85;4.011.495;230.320.121
16.03.2022;57,1;57,26;56,43;56,98;4.920.600;279.908.322
15.03.2022;55,22;56,18;54,61;55,94;3.373.508;187.332.045
14.03.2022;56,23;56,74;55,54;55,77;3.866.862;216.657.778
11.03.2022;53,77;56,11;53,57;55,37;5.885.146;325.545.988
10.03.2022;53,81;54,56;52,99;53,77;4.539.400;244.288.488
09.03.2022;52,9;53,77;52,5;53,77;7.073.552;376.473.793
08.03.2022;50,22;51,66;50,12;50,51;5.799.171;293.958.505
07.03.2022;49,68;51,55;48,67;50,68;6.619.671;331.980.569
04.03.2022;53,28;53,38;50,94;51,17;6.233.840;321.101.007
03.03.2022;53,88;54,75;53,44;53,6;4.856.065;262.180.704
02.03.2022;52,45;54,25;52,45;54;5.317.521;285.260.526
01.03.2022;52,36;53,89;51,35;51,92;7.328.894;384.218.035
28.02.2022;51,3;51,82;50,77;51,51;4.902.912;251.782.974
25.02.2022;50,94;52,92;50,79;52,88;5.534.135;289.149.978
24.02.2022;50,87;51,5;50,09;50,6;8.314.531;422.145.104
23.02.2022;52,75;53,84;52,7;52,95;3.610.970;192.081.465
22.02.2022;51,5;52,69;50,89;52,41;4.602.460;240.085.048
21.02.2022;54,5;54,79;52,92;53,03;3.395.424;182.130.001
18.02.2022;54,81;55,74;53,87;54;4.900.077;268.446.410
17.02.2022;54,03;54,4;53,42;54,08;3.180.088;171.749.912
16.02.2022;53,98;54,28;53,75;54,07;2.248.957;121.494.257
15.02.2022;52,61;53,95;52,6;53,9;2.893.748;155.042.638
14.02.2022;52,85;53,37;51,85;52,77;5.032.372;264.955.386
11.02.2022;54,28;54,64;53,75;54,12;2.888.939;156.309.533
10.02.2022;53,56;55,02;53,5;54,59;4.524.544;246.702.824
09.02.2022;52,83;53,38;52,65;53,3;2.169.834;115.190.701
08.02.2022;53,33;53,51;52,61;52,79;2.702.511;143.093.490
07.02.2022;52,87;53,27;52,42;53,09;2.362.057;125.050.082
04.02.2022;53,24;53,4;52,51;52,62;3.241.573;171.062.447
03.02.2022;53,8;53,91;52,96;52,96;3.325.324;176.992.223
02.02.2022;54;54,59;53,61;53,73;2.621.827;141.579.762
01.02.2022;53,88;54,31;53,38;54,16;3.134.533;169.249.138
31.01.2022;54,24;54,28;53,24;53,84;6.044.092;324.820.757
28.01.2022;52,5;52,83;51,9;52,83;3.338.588;175.304.453
27.01.2022;51,14;52,81;51,09;52,58;3.124.651;163.331.911
26.01.2022;51,23;51,87;51,15;51,55;2.686.001;138.428.702
25.01.2022;50,35;50,99;49,89;50,82;3.264.976;165.340.906
24.01.2022;51,29;52,04;50;50;4.413.530;223.737.322
21.01.2022;52,21;52,51;51,1;51,62;3.368.244;174.157.929
20.01.2022;52,04;52,78;51,93;52,7;2.510.174;131.616.022
