Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
25.07.2022;86,33;86,33;83,86;83,86;0;0
22.07.2022;87,52;88,56;85,92;85,96;10;866
21.07.2022;87;89,21;87;88,96;16;1.400
20.07.2022;84,5;88,03;83,96;88,03;0;0
19.07.2022;80,3;84,01;79,33;83,83;5;417
18.07.2022;81,1;82,86;80,01;80,01;0;0
15.07.2022;78,87;79,92;78,23;79,91;10;799
14.07.2022;76,74;78,39;76,74;78,09;92;7.191
13.07.2022;76,1;77,75;76;77,16;1.500;115.860
12.07.2022;75,81;76,66;74,53;75,79;7;531
11.07.2022;77,7;77,7;76,38;77,01;25;1.943
08.07.2022;77,3;78,36;76,47;77,5;240;18.679
07.07.2022;74,19;77,8;74,19;77,8;0;0
06.07.2022;72,88;73,79;72,49;73,43;25;1.833
05.07.2022;70,59;72,55;70,02;72,55;0;0
04.07.2022;70;70,19;69,76;69,78;0;0
01.07.2022;72;72,17;70,6;70,6;1.072;77.109
30.06.2022;73,59;74,35;72,97;72,97;70;5.119
29.06.2022;76,99;76,99;73,6;73,91;0;0
28.06.2022;81,4;81,8;77,31;77,31;8;618
27.06.2022;82,59;83,59;82,04;82,04;4;334
24.06.2022;78,98;80,75;78,98;80,75;31;2.461
23.06.2022;78,79;80,53;76,66;76,66;0;0
22.06.2022;78,45;80,53;77,55;79,66;0;0
21.06.2022;78,79;80,82;78,79;80,35;0;0
20.06.2022;77,89;78,41;77,77;78,19;0;0
17.06.2022;78,29;79,07;76,5;78,1;10;765
16.06.2022;84,99;84,99;78,08;78,08;13;1.045
15.06.2022;83,69;85;83,45;84,5;0;0
14.06.2022;84,81;84,81;83,77;83,77;0;0
13.06.2022;87,49;87,59;84,97;84,97;113;9.788
10.06.2022;93,91;94,25;90,54;90,54;0;0
09.06.2022;94,57;96,41;94,45;94,99;0;0
08.06.2022;98,1;98,38;94,32;94,57;5;492
07.06.2022;97,39;98,8;97,39;98,21;3;294
06.06.2022;99,39;100,98;98,36;99,45;0;0
03.06.2022;99,99;100,58;98,6;99,12;0;0
02.06.2022;94,68;101,06;94,68;101,06;10;1.011
01.06.2022;94,69;95,07;93,93;94,4;0;0
31.05.2022;95,99;96,78;94,6;95,94;0;0
30.05.2022;96,09;97,23;95,84;96,48;415;40.068
27.05.2022;91,99;94,25;91,99;94,25;28;2.619
26.05.2022;84;85,47;84;84,6;0;0
25.05.2022;85,77;85,98;84,59;85,67;0;0
24.05.2022;86,69;87,32;84,69;84,82;0;0
23.05.2022;89,19;89,63;85,82;87,26;0;0
20.05.2022;92,75;93,8;92,75;93,53;0;0
19.05.2022;90,49;94,33;89,44;92,95;0;0
18.05.2022;96,84;96,84;92,29;92,29;0;0
17.05.2022;90,69;96,24;90,69;96,24;0;0
16.05.2022;90,59;92,17;89,88;92,17;0;0
13.05.2022;85,29;89,79;85,29;89,79;8;718
12.05.2022;83,21;84,25;82,29;82,29;0;0
11.05.2022;84,59;85,8;84,57;85,41;10;852
10.05.2022;82,61;85,12;81,18;84,41;75;6.246
09.05.2022;89,58;89,78;82,99;82,99;22;1.936
06.05.2022;89,12;91,78;87,93;91,78;9;793
05.05.2022;93,78;93,78;89,13;90,86;300;28.134
04.05.2022;92,5;92,81;88,07;89,44;145;12.953
03.05.2022;86,19;86,35;85,17;85,17;115;9.879
02.05.2022;81,89;83,31;81,33;82,66;0;0
29.04.2022;83,38;86,59;82,67;82,67;0;0
28.04.2022;82,68;84,12;81,64;84,12;5;415
27.04.2022;79,99;81,78;79,86;81,03;391;31.920
26.04.2022;84,89;84,98;80,81;80,82;24;2.021
25.04.2022;81,46;83,51;81,25;83,51;36;2.962
22.04.2022;82,39;83,52;82;82;55;4.532
21.04.2022;87,19;87,19;83,99;83,99;50;4.250
20.04.2022;88,29;90,64;86,62;86,81;44;3.912
19.04.2022;87,77;89,48;86,61;88,49;65;5.677
14.04.2022;90,05;90,19;87,62;87,62;0;0
13.04.2022;88,69;89,44;88,12;89,18;16;1.410
12.04.2022;88,79;91,52;88,79;89,11;15;1.344
11.04.2022;92,19;92,38;88,67;88,67;0;0
08.04.2022;95,73;96,34;92,69;92,69;11;1.020
07.04.2022;94,28;96,12;93,07;93,07;69;6.465
06.04.2022;97,49;98,28;93,6;94,44;120;11.360
05.04.2022;100,74;101,06;98,12;98,26;0;0
04.04.2022;98,38;99,84;98,38;99,39;0;0
