Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2022-03-15;56,60;56,86;54,84;56,60;277;15.581
2022-03-14;56,74;58,70;56,74;57,72;184;10.768
2022-03-11;54,96;57,20;54,96;57,20;25;1.430
2022-03-10;55,76;55,76;54,86;55,56;192;10.646
2022-03-09;52,56;56,74;52,56;56,74;1.363;75.236
2022-03-08;49,68;53,56;49,68;53,56;24;1.246
2022-03-07;50,46;51,40;48,45;50,40;160;8.047
2022-03-04;54,24;54,24;51,30;51,84;399;20.626
2022-03-03;56,50;56,50;55,00;55,26;125;6.888
2022-03-02;55,24;56,66;54,90;56,66;233;12.830
2022-03-01;57,74;57,74;56,72;56,72;100;5.672
2022-02-28;56,98;57,48;56,98;57,48;142;8.100
2022-02-25;58,22;58,50;57,50;58,38;1.235;71.689
2022-02-24;57,38;57,52;56,44;56,86;497;28.324
2022-02-23;62,52;63,04;61,00;61,00;830;51.817
2022-02-22;62,62;62,82;62,62;62,82;20;1.256
2022-02-21;65,86;65,86;63,52;63,52;30;1.906
2022-02-18;65,62;65,96;65,22;65,22;431;28.221
2022-02-17;67,30;67,30;67,30;67,30;0;0
2022-02-16;66,26;66,76;66,26;66,76;150;10.014
2022-02-15;63,42;65,90;63,42;65,90;184;12.002
2022-02-14;64,38;64,38;63,18;63,18;290;18.392
2022-02-11;66,48;66,48;66,12;66,12;20;1.322
2022-02-10;66,50;66,50;66,50;66,50;0;0
2022-02-09;66,04;66,04;66,04;66,04;0;0
2022-02-08;64,82;65,36;64,82;65,36;20;1.307
2022-02-07;64,90;64,92;64,88;64,88;300;19.472
2022-02-04;64,92;64,92;64,92;64,92;0;0
2022-02-03;63,36;65,00;63,36;65,00;175;11.259
2022-02-02;62,94;62,94;62,94;62,94;0;0
2022-02-01;62,62;63,36;62,62;63,34;663;41.947
2022-01-31;61,94;61,94;61,30;61,30;165;10.115
2022-01-28;61,54;61,54;61,54;61,54;0;0
2022-01-27;60,50;60,50;60,50;60,50;0;0
2022-01-26;61,40;61,40;61,40;61,40;0;0
2022-01-25;60,90;60,90;60,38;60,78;430;26.114
2022-01-24;62,94;62,94;60,00;60,26;218;13.284
2022-01-21;64,20;64,20;62,98;62,98;33;2.080
2022-01-20;64,44;65,26;64,44;65,26;180;11.730
2022-01-19;64,42;64,42;64,42;64,42;0;0
2022-01-18;65,52;65,52;64,94;64,94;30;1.948
