Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2022-10-27;148,04;149,04;144,13;144,80;21.247.021;3.462.799.724
2022-10-26;151,00;151,99;148,04;149,35;23.081.125;4.005.194.397
2022-10-25;150,22;152,49;149,36;152,34;18.549.338;3.520.423.264
2022-10-24;147,31;150,22;146,00;149,45;19.017.096;3.104.531.717
2022-10-21;142,81;147,84;142,65;147,27;24.087.023;4.366.204.622
2022-10-20;142,98;145,885;142,65;143,39;16.303.463;2.761.119.170
2022-10-19;141,50;144,94;141,50;143,86;14.863.285;2.420.554.105
2022-10-18;145,49;146,70;140,62;143,75;22.070.669;3.142.941.420
2022-10-17;141,07;142,90;140,27;142,41;21.533.346;3.855.394.755
2022-10-14;144,35;144,51;138,19;138,38;25.738.313;3.852.842.829
2022-10-13;135,00;143,59;134,38;142,99;31.311.073;4.393.905.155
2022-10-12;138,99;140,35;138,16;138,34;17.886.406;2.804.575.807
2022-10-11;139,79;141,34;138,23;138,98;18.592.016;1.399.245.337
2022-10-10;140,33;141,88;138,58;140,42;18.590.662;2.909.970.985
2022-10-07;142,58;143,10;139,45;140,09;24.398.898;1.425.057.190
2022-10-06;145,82;147,54;145,23;145,43;15.685.218;1.279.200.723
2022-10-05;143,98;147,38;143,01;146,40;16.763.374;2.692.205.547
2022-10-04;145,00;146,22;144,27;146,10;22.938.475;4.080.352.966
2022-10-03;138,25;143,07;137,69;142,45;27.076.076;4.795.276.185
2022-09-30;141,22;143,09;138,00;138,20;37.344.040;1.857.674.842
2022-09-29;146,00;146,71;140,68;142,48;29.677.322;4.781.000.927
2022-09-28;147,67;150,64;144,84;149,84;33.454.530;5.134.959.907
2022-09-27;152,75;154,69;149,95;151,76;21.269.507;3.681.016.806
2022-09-26;149,71;153,77;149,70;150,77;21.995.356;3.924.448.417
2022-09-23;150,96;151,45;148,56;150,43;21.892.639;1.723.065.685
2022-09-22;152,20;154,42;150,92;152,74;20.170.907;1.591.549.653
2022-09-21;157,44;158,74;153,67;153,72;22.457.159;1.282.891.733
2022-09-20;153,24;158,08;153,09;156,90;21.557.344;3.765.649.082
2022-09-19;149,13;154,56;149,10;154,48;18.999.230;3.350.526.480
2022-09-16;151,33;151,35;148,37;150,70;76.495.956;5.652.727.935
2022-09-15;154,70;155,24;151,38;152,37;20.839.989;1.653.474.529
2022-09-14;154,79;157,09;153,62;155,31;22.232.105;1.756.632.692
2022-09-13;160,00;160,53;153,385;153,84;31.851.313;2.087.626.472
2022-09-12;159,57;164,26;159,41;163,43;23.540.429;4.599.475.093
2022-09-09;155,35;157,805;154,76;157,37;16.376.520;3.245.641.967
2022-09-08;154,49;156,35;152,68;154,46;20.474.372;3.406.631.893
2022-09-07;154,75;156,66;153,61;155,96;19.688.932;3.667.500.755
2022-09-06;156,46;157,08;153,73;154,53;19.673.300;1.526.812.214
2022-09-02;159,74;160,36;154,965;155,81;19.483.011;1.669.883.951
2022-09-01;156,67;158,39;154,675;157,96;18.065.809;1.049.275.065
2022-08-31;160,23;160,57;157,14;157,22;29.396.331;1.127.090.423
2022-08-30;162,13;162,56;157,73;158,91;16.665.548;1.385.248.018
2022-08-29;161,03;162,90;159,83;161,38;17.237.996;2.935.174.884
2022-08-26;170,49;171,03;163,56;163,62;25.262.343;1.478.009.333
2022-08-25;168,68;170,13;168,355;170,03;15.032.693;3.042.479.518
2022-08-24;167,06;168,105;166,245;167,53;13.953.713;2.717.862.768
2022-08-23;167,08;168,70;166,65;167,23;14.410.700;2.632.900.917
2022-08-22;169,50;169,86;167,135;167,57;20.197.821;4.102.816.753
2022-08-19;173,30;173,72;171,32;171,52;20.690.813;4.601.217.429
2022-08-18;173,73;174,89;173,13;174,15;15.448.394;2.904.962.279
2022-08-17;172,85;176,15;172,57;174,55;18.005.058;3.260.105.171
2022-08-16;172,62;173,71;171,67;173,03;13.944.763;963.829.008
2022-08-15;171,50;173,39;171,35;173,19;13.013.776;657.883.142
2022-08-12;169,87;172,17;169,40;172,10;19.440.271;1.451.399.863
2022-08-11;170,00;170,99;168,20;168,49;14.319.129;1.125.191.409
2022-08-10;167,60;169,305;166,90;169,24;19.192.140;1.085.035.005
2022-08-09;164,00;165,81;163,755;164,92;15.971.879;919.217.733
2022-08-08;166,39;167,80;164,20;164,87;12.452.227;2.248.710.582
2022-08-05;163,00;165,84;163,00;165,35;14.832.280;2.974.592.314
2022-08-04;166,00;167,19;164,43;165,81;13.482.675;2.568.984.075
2022-08-03;160,75;166,59;160,75;166,13;21.016.783;4.311.375.933
2022-08-02;160,00;162,41;159,64;160,01;14.000.113;2.530.933.593
2022-08-01;161,05;163,59;160,89;161,51;15.799.422;1.308.236.304
2022-07-29;161,20;163,63;159,50;162,51;27.167.296;6.021.973.795
2022-07-28;156,92;157,63;154,41;157,35;16.058.863;3.017.201.605
2022-07-27;152,43;157,33;152,19;156,79;21.525.924;4.695.182.507
2022-07-26;152,20;153,08;150,80;151,60;13.951.878;2.736.979.386
2022-07-25;154,04;155,04;152,285;152,95;12.307.970;1.021.027.200
2022-07-22;155,38;156,28;153,42;154,09;14.808.629;2.906.020.866
2022-07-21;154,56;155,56;151,96;155,35;14.481.893;2.813.675.963
2022-07-20;151,00;153,72;150,37;153,04;15.595.736;3.028.262.852
2022-07-19;147,93;151,22;146,92;151,00;21.366.251;4.488.960.242
2022-07-18;150,74;151,56;146,73;147,07;16.838.295;3.081.252.423
2022-07-15;149,90;150,86;148,20;150,17;22.990.556;4.727.098.723
2022-07-14;144,03;148,95;143,25;148,47;16.095.463;2.807.706.923
2022-07-13;142,92;146,45;142,14;145,49;17.098.163;3.112.490.337
2022-07-12;145,79;148,45;145,06;145,86;18.383.974;3.434.172.013
2022-07-11;145,73;146,64;143,79;144,87;14.262.533;2.791.099.626
2022-07-08;145,13;147,55;145,00;147,04;12.646.114;2.159.212.127
2022-07-07;143,36;146,55;143,30;146,35;16.663.749;3.145.722.004
2022-07-06;141,45;144,12;141,08;142,92;15.667.575;2.660.693.734
2022-07-05;137,70;141,61;136,94;141,56;17.125.426;3.052.587.548
2022-07-01;136,09;139,035;135,67;138,93;16.922.827;2.967.786.059
2022-06-30;137,30;138,36;133,785;136,72;29.356.935;5.798.288.943
2022-06-29;137,44;140,66;136,67;139,23;14.546.547;2.453.452.134
2022-06-28;142,10;143,42;137,325;137,44;18.821.532;3.583.168.694
2022-06-27;142,70;143,49;140,97;141,66;16.316.423;3.131.040.402
2022-06-24;139,83;141,88;139,77;141,66;32.608.150;7.326.470.690
2022-06-23;136,81;138,59;135,63;138,27;15.449.154;2.643.994.461
2022-06-22;134,70;137,75;133,91;135,35;17.178.804;3.091.973.451
2022-06-21;133,44;137,06;133,33;135,87;21.235.778;4.040.755.615
2022-06-17;130,04;133,07;129,82;131,56;50.348.294;10.757.909.613
2022-06-16;132,00;132,39;129,075;130,06;28.755.901;4.911.337.786
2022-06-15;134,15;137,33;132,16;135,43;23.356.005;4.067.492.190
2022-06-14;133,00;133,885;131,48;132,76;19.996.089;3.332.626.311
2022-06-13;132,84;135,19;131,445;131,88;30.328.369;5.318.743.063
2022-06-10;140,18;140,76;137,06;137,13;25.278.139;4.451.081.317
2022-06-09;146,93;147,93;142,53;142,64;16.371.511;2.969.185.986
2022-06-08;148,58;149,85;147,46;147,96;11.997.777;2.241.335.281
2022-06-07;144,39;148,99;144,10;148,71;14.644.932;2.749.875.228
2022-06-06;147,03;148,56;144,905;146,14;12.813.152;2.095.205.856
2022-06-03;146,80;147,95;144,47;145,38;20.213.994;3.476.902.990
2022-06-02;147,87;151,26;146,88;151,21;16.980.008;3.179.145.524
2022-06-01;149,92;151,74;147,68;148,71;15.200.031;2.646.004.394
2022-05-31;149,15;150,65;146,845;148,84;30.830.572;6.826.198.049
2022-05-27;145,31;149,66;145,26;149,64;23.096.025;4.630.151.728
2022-05-26;137,40;144,34;137,14;143,78;21.884.536;4.111.584.402
2022-05-25;138,40;141,78;138,34;140,52;20.250.738;3.423.742.457
2022-05-24;140,78;141,97;137,34;140,36;20.862.771;3.303.924.497
2022-05-23;137,87;143,26;137,87;143,11;25.219.819;4.209.754.424
2022-05-20;139,02;140,48;132,61;137,59;30.594.783;4.969.874.889
2022-05-19;139,76;141,65;136,60;137,35;26.944.920;3.044.681.921
2022-05-18;146,79;147,35;139,94;140,82;27.826.361;5.135.108.152
2022-05-17;148,94;149,76;146,69;149,24;18.601.680;3.510.550.453
2022-05-16;145,50;147,51;144,19;145,54;17.391.183;2.976.151.571
2022-05-13;144,65;148,10;143,11;147,11;26.197.633;4.638.758.278
2022-05-12;142,80;146,19;138,80;142,56;40.226.633;6.287.379.101
2022-05-11;153,45;155,45;145,81;146,50;33.312.590;5.572.649.367
2022-05-10;155,57;156,74;152,93;154,51;27.401.943;4.977.690.857
2022-05-09;154,83;155,83;151,505;152,06;29.785.763;5.645.609.087
2022-05-06;155,89;159,44;154,20;157,28;27.981.368;5.026.818.579
2022-05-05;163,66;164,07;154,95;156,77;33.457.802;6.607.864.578
2022-05-04;159,65;166,47;159,26;166,02;23.259.647;4.418.471.270
2022-05-03;158,06;160,65;156,32;159,48;16.463.480;3.008.167.839
2022-05-02;156,65;158,23;153,28;157,96;27.227.550;5.021.425.628
2022-04-29;161,84;166,20;157,25;157,65;32.023.468;6.658.783.000
2022-04-28;159,15;164,515;158,94;163,64;24.867.393;4.698.702.001
2022-04-27;155,80;159,78;155,39;156,57;18.969.664;3.467.577.435
2022-04-26;162,17;162,20;156,72;156,80;22.147.697;4.403.087.609
2022-04-25;161,07;163,17;158,465;162,88;22.576.751;4.238.290.742
2022-04-22;166,34;167,855;161,50;161,79;21.662.518;4.553.768.540
2022-04-21;168,88;171,53;165,91;166,42;19.045.771;3.813.071.604
2022-04-20;168,82;168,83;166,11;167,23;17.743.257;3.617.727.657
2022-04-19;165,07;167,81;163,91;167,40;16.093.107;3.682.295.487
2022-04-18;163,90;166,59;163,70;165,07;13.918.421;2.924.480.535
2022-04-14;170,63;171,25;165,04;165,29;18.916.042;4.379.881.555
2022-04-13;167,35;171,04;166,79;170,40;14.477.444;3.115.939.309
2022-04-12;167,98;169,87;166,64;167,66;15.569.511;2.948.925.158
2022-04-11;168,77;169,02;165,51;165,75;17.207.747;3.631.431.222
2022-04-08;171,75;171,77;169,22;170,09;16.900.848;3.597.178.961
2022-04-07;171,08;173,335;169,86;172,14;15.242.944;3.100.846.340
2022-04-06;172,14;173,63;170,13;171,83;21.841.801;4.749.123.256
2022-04-05;177,55;178,30;174,42;175,06;15.999.000;3.567.680.727
2022-04-04;174,62;178,48;174,44;178,44;16.377.605;3.752.642.058
2022-04-01;174,05;174,88;171,95;174,31;17.485.780;3.838.792.505
2022-03-31;177,80;178,02;174,40;174,61;31.477.773;8.021.231.261
2022-03-30;178,51;179,61;176,70;177,77;19.609.405;4.513.665.755
2022-03-29;176,75;179,00;176,34;178,96;21.632.320;4.802.790.273
2022-03-28;172,12;175,73;172,00;175,60;18.701.267;3.946.961.861
2022-03-25;173,85;175,28;172,755;174,72;16.505.392;3.414.016.258
2022-03-24;171,24;174,14;170,21;174,07;19.416.916;4.165.784.971
2022-03-23;168,03;172,64;167,65;170,21;23.052.547;4.861.051.443
2022-03-22;165,48;169,42;164,91;168,82;18.930.332;4.124.648.281
2022-03-21;163,58;166,35;163,02;165,38;21.947.341;4.878.341.745
2022-03-18;160,59;164,48;159,76;163,98;49.836.596;13.486.840.416
2022-03-17;158,60;161,00;157,64;160,62;20.730.043;4.513.342.584
2022-03-16;157,02;160,00;154,46;159,59;25.655.173;5.267.854.257
2022-03-15;150,93;155,57;150,39;155,09;24.814.445;5.206.941.291
2022-03-14;151,51;154,12;150,11;150,62;26.078.026;4.850.246.094
2022-03-11;159,00;159,27;154,50;154,73;24.136.540;4.542.528.970
2022-03-10;160,11;160,38;155,99;158,52;23.800.156;4.733.376.756
2022-03-09;161,51;163,41;159,41;162,95;22.256.776;4.719.721.216
2022-03-08;158,83;162,87;155,80;157,44;30.644.085;2.595.768.200
2022-03-07;163,44;165,02;159,05;159,30;25.726.248;5.389.634.878
2022-03-04;164,45;165,54;162,11;163,17;21.992.457;4.322.948.623
2022-03-03;168,44;168,91;165,555;166,23;17.826.997;3.536.754.307
2022-03-02;164,60;167,35;162,95;166,56;22.362.561;4.769.620.532
2022-03-01;164,71;166,59;161,98;163,20;21.354.410;4.219.126.135
2022-02-28;163,02;165,41;162,44;165,12;29.504.194;6.575.301.052
2022-02-25;163,69;165,04;160,88;164,85;22.459.658;3.787.290.237
2022-02-24;152,42;162,85;152,00;162,74;41.449.279;7.174.650.066
2022-02-23;165,58;166,15;159,75;160,07;24.147.295;4.828.949.776
2022-02-22;164,86;166,68;162,15;164,32;23.544.941;4.570.360.703
2022-02-18;170,00;170,52;166,20;167,30;22.362.025;4.932.683.270
2022-02-17;170,99;171,91;168,47;168,88;19.174.458;4.385.794.627
2022-02-16;171,87;173,335;170,05;172,55;15.169.437;3.069.264.282
2022-02-15;170,99;172,95;170,25;172,79;17.820.748;3.865.045.784
2022-02-14;167,34;169,57;166,56;168,88;28.700.418;6.470.227.400
2022-02-11;172,34;173,08;168,05;168,64;23.258.481;4.758.279.768
2022-02-10;174,01;175,47;171,55;172,12;23.562.870;5.090.794.027
2022-02-09;176,08;176,65;174,90;176,28;16.952.601;3.863.015.636
2022-02-08;171,67;175,33;171,43;174,83;17.393.791;3.732.773.526
2022-02-07;172,76;173,94;170,95;171,66;15.016.407;3.275.368.834
2022-02-04;171,52;174,09;170,70;172,39;18.777.706;3.805.410.065
2022-02-03;174,62;176,23;172,12;172,90;25.786.067;6.055.128.565
2022-02-02;174,64;175,88;173,34;175,84;18.640.524;3.957.466.930
2022-02-01;174,00;174,82;172,32;174,61;20.265.927;4.272.265.613
2022-01-31;170,18;175,00;169,51;174,78;31.723.910;7.431.949.445
2022-01-28;165,72;170,35;162,80;170,33;38.146.627;6.840.563.540
2022-01-27;162,35;163,84;158,28;159,22;25.205.842;4.145.613.294
2022-01-26;163,45;164,38;157,82;159,69;28.773.507;5.260.992.261
2022-01-25;158,87;162,76;157,03;159,78;28.717.924;5.465.824.710
2022-01-24;159,88;162,30;154,71;161,62;43.906.261;7.898.272.667
2022-01-21;164,51;166,32;162,30;162,41;35.165.068;7.074.778.114
2022-01-20;166,85;169,63;164,23;164,51;18.740.115;3.524.571.172
2022-01-19;169,89;171,08;165,94;166,23;23.360.864;4.557.452.126
2022-01-18;171,47;172,53;169,41;169,80;24.906.660;5.610.398.224
2022-01-14;171,36;173,78;171,09;173,07;20.371.546;4.333.777.583
2022-01-13;175,69;176,62;171,80;172,19;20.118.400;4.394.825.134
2022-01-12;176,00;177,17;174,83;175,53;16.798.485;3.358.587.789
2022-01-11;172,19;175,17;170,83;175,08;17.105.279;3.609.999.110
2022-01-10;168,85;172,50;168,18;172,19;28.326.289;5.931.218.912
2022-01-07;172,73;174,13;171,03;172,17;17.985.477;3.851.505.799
2022-01-06;172,40;175,29;171,64;172,00;22.177.155;4.272.918.807
2022-01-05;179,61;180,15;174,67;174,92;23.500.844;4.944.441.656
2022-01-04;182,61;182,90;179,12;179,70;22.849.111;4.754.709.073
2022-01-03;177,81;182,88;177,72;182,01;20.223.723;4.646.876.923
2021-12-31;178,00;179,23;177,26;177,57;16.241.770;3.769.548.521
2021-12-30;179,59;180,565;178,10;178,20;10.789.031;2.145.217.665
2021-12-29;179,30;180,625;178,15;179,38;12.311.730;2.609.286.779
2021-12-28;180,20;181,32;178,54;179,29;13.804.195;2.846.314.194
2021-12-27;177,10;180,40;177,14;180,33;15.773.177;3.436.501.047
2021-12-23;175,83;176,845;175,28;176,28;13.433.705;2.998.115.946
2021-12-22;172,99;175,86;172,16;175,64;16.987.757;3.602.536.321
2021-12-21;171,68;173,20;169,13;172,99;17.033.262;3.664.161.244
2021-12-20;168,13;170,58;167,47;169,75;22.278.549;4.614.114.900
2021-12-17;170,00;173,08;170,12;171,14;74.465.743;21.632.469.769
2021-12-16;179,15;181,12;170,76;172,26;31.799.327;6.559.551.114
2021-12-15;175,16;179,50;172,32;179,30;27.619.077;6.092.292.236
2021-12-14;175,30;177,71;172,22;174,33;30.559.149;7.019.896.253
2021-12-13;181,00;182,09;175,53;175,74;27.795.692;6.149.642.956
2021-12-10;175,14;179,62;174,70;179,45;24.679.356;5.410.106.413
2021-12-09;174,84;176,74;173,93;174,56;21.858.398;4.865.594.943
2021-12-08;172,00;175,95;170,73;175,08;24.264.595;5.049.349.562
2021-12-07;169,10;171,58;168,34;171,18;25.219.907;5.451.583.879
2021-12-06;164,28;167,87;164,28;165,32;26.553.468;5.867.050.669
2021-12-03;163,95;164,96;159,72;161,84;27.279.601;5.578.435.286
2021-12-02;158,72;164,19;157,81;163,76;30.420.646;5.606.304.508
2021-12-01;167,41;170,29;164,53;164,77;30.487.058;5.491.262.408
2021-11-30;159,99;165,51;162,38;165,30;47.367.533;10.294.046.782
2021-11-29;159,23;161,18;158,82;160,24;18.565.941;3.891.280.722
2021-11-26;159,50;160,43;156,36;156,81;20.193.469;3.965.766.270
2021-11-24;160,75;162,14;159,64;161,94;13.150.293;2.450.146.111
2021-11-23;160,97;161,80;159,07;161,41;19.043.653;3.641.424.783
2021-11-22;161,63;165,70;161,01;161,02;21.892.806;4.054.176.293
2021-11-19;157,87;161,02;156,54;160,55;24.953.330;4.869.145.182
2021-11-18;153,70;158,67;153,06;157,87;26.247.886;5.158.589.964
2021-11-17;151,00;155,00;151,01;153,49;19.446.049;3.548.562.936
2021-11-16;150,00;151,48;149,34;151,00;14.951.385;3.251.374.992
2021-11-15;150,29;151,88;149,44;150,00;14.060.321;2.839.735.196
2021-11-12;148,40;150,395;147,48;149,99;12.145.927;2.404.572.425
2021-11-11;149,00;149,07;147,69;147,87;9.644.898;1.868.137.402
2021-11-10;150,00;150,10;147,86;147,92;16.514.045;3.131.392.526
2021-11-09;150,15;151,42;150,07;150,81;14.037.785;2.894.147.533
2021-11-08;151,49;151,52;150,18;150,44;9.983.793;1.923.600.030
2021-11-05;151,89;152,175;150,07;151,28;15.880.034;3.373.665.711
2021-11-04;151,56;152,42;150,645;150,96;16.689.184;3.552.243.035
2021-11-03;150,42;151,97;149,84;151,49;13.364.708;2.841.871.025
2021-11-02;148,68;151,57;148,70;150,02;15.947.028;2.976.393.494
2021-11-01;148,86;149,69;147,81;148,96;16.501.442;3.325.913.495
2021-10-29;147,05;149,935;146,42;149,80;24.520.929;4.620.943.443
2021-10-28;149,72;153,165;149,75;152,57;21.798.260;3.715.418.268
2021-10-27;149,32;149,73;148,82;148,85;14.080.395;2.924.284.430
2021-10-26;149,33;150,84;149,02;149,32;12.946.736;2.329.300.363
2021-10-25;148,70;149,37;147,63;148,64;11.493.882;2.169.134.874
2021-10-22;149,75;150,18;148,64;148,69;12.415.142;2.156.478.139
2021-10-21;148,80;149,64;147,88;149,48;11.746.049;2.105.990.990
2021-10-20;148,74;149,75;148,12;149,26;12.032.734;2.150.790.417
2021-10-19;147,00;149,17;146,55;148,76;13.400.960;2.352.664.260
2021-10-18;143,45;146,835;143,16;146,55;18.256.755;3.642.809.154
2021-10-15;144,13;144,89;143,52;144,84;15.589.584;3.246.201.816
2021-10-14;142,08;143,875;141,51;143,76;14.986.540;2.855.768.091
2021-10-13;141,21;141,40;139,20;140,91;17.541.126;3.128.370.270
2021-10-12;143,25;143,25;141,05;141,51;18.091.575;3.246.719.259
2021-10-11;142,18;144,805;141,81;142,81;12.770.205;2.461.715.073
2021-10-08;144,02;144,17;142,56;142,90;12.662.259;2.351.565.775
2021-10-07;143,00;144,21;142,73;143,29;12.774.534;2.241.413.292
2021-10-06;139,42;142,15;138,38;142,00;15.355.557;2.606.288.842
2021-10-05;139,50;142,23;139,39;141,11;16.512.897;2.986.459.980
2021-10-04;141,76;142,21;138,27;139,14;22.563.454;4.019.291.445
2021-10-01;141,80;142,92;139,12;142,65;21.436.852;3.704.230.410
2021-09-30;143,68;144,37;141,30;141,50;24.139.701;4.236.491.342
2021-09-29;142,46;144,45;142,03;142,83;16.895.868;2.833.239.580
2021-09-28;143,13;144,75;141,70;141,91;30.052.299;5.810.129.918
2021-09-27;145,39;145,95;143,83;145,37;17.109.513;3.238.446.540
2021-09-24;145,64;147,47;145,57;146,92;12.682.896;2.290.875.844
2021-09-23;146,54;147,07;145,65;146,83;14.974.274;2.638.889.468
2021-09-22;144,37;146,42;143,71;145,85;17.901.955;3.294.293.726
2021-09-21;143,93;144,60;142,785;143,43;16.251.333;2.582.366.410
2021-09-20;143,86;144,84;141,28;142,94;28.765.783;4.894.636.202
2021-09-17;148,69;148,79;145,76;146,06;40.833.128;9.681.757.471
2021-09-16;148,42;148,96;147,23;148,79;15.320.071;2.891.450.062
2021-09-15;148,53;149,43;146,37;149,03;18.541.802;3.492.213.536
2021-09-14;150,35;151,07;146,92;148,12;22.018.877;3.910.465.717
2021-09-13;150,55;151,41;148,75;149,55;20.517.276;3.620.765.280
2021-09-10;155,00;155,48;148,71;148,97;27.226.446;4.255.919.807
2021-09-09;155,53;156,11;153,95;154,07;12.138.555;2.106.634.868
2021-09-08;156,99;157,04;153,98;155,11;15.531.023;2.718.852.849
2021-09-07;154,93;157,26;154,40;156,69;17.177.203;3.079.527.497
2021-09-03;153,88;154,62;153,10;154,30;14.042.723;2.492.735.683
2021-09-02;153,93;154,72;152,40;153,65;15.747.636;2.874.876.719
2021-09-01;152,82;154,98;152,34;152,51;17.557.552;3.105.380.225
2021-08-31;152,69;152,795;151,29;151,83;23.786.836;5.373.918.507
2021-08-30;148,98;153,49;148,61;153,12;18.003.570;3.097.448.975
2021-08-27;147,31;148,74;146,84;148,60;13.419.022;2.640.209.391
2021-08-26;148,35;149,10;147,515;147,54;10.022.438;1.757.975.392
2021-08-25;149,71;150,31;147,805;148,36;11.910.783;2.243.906.007
2021-08-24;149,50;150,85;149,15;149,62;8.961.427;1.582.179.890
2021-08-23;148,20;150,18;147,89;149,71;12.119.021;2.330.006.117
2021-08-20;147,53;148,50;146,79;148,19;14.074.059;2.800.049.617
2021-08-19;145,00;148,00;144,76;146,70;15.848.242;2.570.884.121
2021-08-18;149,82;150,71;146,15;146,36;17.152.149;3.062.135.667
2021-08-17;150,21;151,67;149,10;150,19;17.840.135;3.100.537.210
2021-08-16;148,60;151,13;146,475;151,12;19.967.718;3.395.256.103
2021-08-13;149,00;149,44;148,27;149,10;11.063.754;1.975.803.111
2021-08-12;146,21;149,05;145,84;148,89;16.338.798;3.019.510.746
2021-08-11;146,01;146,71;145,53;145,86;10.131.502;1.755.996.056
2021-08-10;146,52;147,71;145,30;145,60;16.813.423;3.385.328.107
2021-08-09;146,27;146,70;145,52;146,09;10.547.656;1.937.694.926
2021-08-06;146,27;147,10;145,63;146,14;12.909.272;2.474.124.662
