Date;Close;Adj Close;Volume
1980-12-12;0,1283479928970337;0,09972158819437027;469033600
1980-12-15;0,12165199965238571;0,0945190042257309;175884800
1980-12-16;0,11272300034761429;0,08758149296045303;105728000
1980-12-17;0,11551299691200256;0,08974925428628922;86441600
1980-12-18;0,11886200308799744;0,09235130995512009;73449600
1980-12-19;0,12611599266529083;0,09798737615346909;48630400
1980-12-22;0,1322540044784546;0,10275636613368988;37363200
1980-12-23;0,13783499598503113;0,10709261894226074;46950400
1980-12-24;0,14508900046348572;0,11272867769002914;48003200
1980-12-26;0,15848200023174286;0,12313450127840042;55574400
1980-12-29;0,16071400046348572;0,12486869841814041;93161600
1980-12-30;0,156808003783226;0,12183389067649841;68880000
1980-12-31;0,1523440033197403;0,1183655709028244;35750400
1981-01-02;0,15401799976825714;0,119666188955307;21660800
1981-01-05;0,15067000687122345;0,11706490814685822;35728000
1981-01-06;0,1439729928970337;0,11186160147190094;45158400
1981-01-07;0,13783499598503113;0,10709261894226074;55686400
1981-01-08;0,13504500687122345;0,10492487251758575;39827200
1981-01-09;0,14229899644851685;0,11056097596883774;21504000
1981-01-12;0,141183003783226;0,10969385504722595;23699200
1981-01-13;0,13616099953651428;0,10579200088977814;23049600
1981-01-14;0,1367190033197403;0,10622551292181015;14291200
1981-01-15;0,13950900733470917;0,10839320719242096;14067200
1981-01-16;0,13839299976825714;0,10752616077661514;13395200
1981-01-19;0,14676299691200256;0,11402936279773712;41574400
1981-01-20;0,14229899644851685;0,11056097596883774;30083200
1981-01-21;0,14508900046348572;0,11272867769002914;15904000
1981-01-22;0,14676299691200256;0,11402936279773712;35548800
1981-01-23;0,14620499312877655;0,11359575390815735;11222400
1981-01-26;0,1439729928970337;0,11186160147190094;24640000
1981-01-27;0,14285700023174286;0,11099447309970856;23699200
1981-01-28;0,13839299976825714;0,10752616077661514;28156800
1981-01-29;0,1333709955215454;0,10362423956394196;43904000
1981-01-30;0,12611599266529083;0,09798737615346909;46188800
1981-02-02;0,11886200308799744;0,09235130995512009;23766400
1981-02-03;0,12332600355148315;0,09581968933343887;19152000
1981-02-04;0,12779000401496887;0,09928803890943527;27865600
1981-02-05;0,12779000401496887;0,09928803890943527;7929600
1981-02-06;0,1283479928970337;0,09972158819437027;13865600
1981-02-09;0,12165199965238571;0,0945190042257309;16755200
1981-02-10;0,12165199965238571;0,0945190042257309;18345600
1981-02-11;0,11774600297212601;0,0914841815829277;13843200
1981-02-12;0,11662899702787399;0,09061633795499802;14560000
1981-02-13;0,11383900046348572;0,08844859898090363;11155200
1981-02-17;0,11662899702787399;0,09061633795499802;12275200
1981-02-18;0,12165199965238571;0,0945190042257309;19241600
1981-02-19;0,11439699679613113;0,08888214826583862;22310400
1981-02-20;0,10825899988412857;0,08411318808794022;24371200
1981-02-23;0,10993299633264542;0,08541376143693924;14112000
1981-02-24;0,10602699965238571;0,08237896859645844;16979200
1981-02-25;0,11272300034761429;0,08758149296045303;19488000
1981-02-26;0,11439699679613113;0,08888214826583862;10841600
1981-02-27;0,11830399930477142;0,0919177234172821;14761600
1981-03-02;0,11886200308799744;0,09235130995512009;11760000
1981-03-03;0,1171879991889;0,0910506397485733;16172800
1981-03-04;0,11607100069522858;0,09018278867006302;13708800
1981-03-05;0,11551299691200256;0,08974925428628922;5376000
1981-03-06;0,11439699679613113;0,08888214826583862;11603200
1981-03-09;0,1054690033197403;0,08194544911384583;15321600
1981-03-10;0,10044600069522858;0,07804273813962936;28380800
1981-03-11;0,09653999656438828;0,07500795274972916;29859200
1981-03-12;0,10044600069522858;0,07804273813962936;59248000
1981-03-13;0,09933000057935715;0,07717564702033997;231302400
1981-03-16;0,10323700308799744;0,08021123707294464;37228800
1981-03-17;0,10825899988412857;0,08411318808794022;43747200
1981-03-18;0,11495500057935715;0,08931569010019302;36937600
1981-03-19;0,11383900046348572;0,08844859898090363;37811200
1981-03-20;0,11495500057935715;0,08931569010019302;14604800
1981-03-23;0,11941999942064285;0,0927848368883133;22019200
1981-03-24;0,11886200308799744;0,09235130995512009;28156800
1981-03-25;0,11662899702787399;0,09061633795499802;7056000
1981-03-26;0,11439699679613113;0,08888214826583862;12275200
1981-03-27;0,11049100011587143;0,08584734052419662;12252800
1981-03-30;0,11049100011587143;0,08584734052419662;9900800
1981-03-31;0,109375;0,08498027920722961;15993600
1981-04-01;0,10825899988412857;0,08411318808794022;34070400
1981-04-02;0,11774600297212601;0,0914841815829277;31404800
1981-04-03;0,11830399930477142;0,0919177234172821;16486400
1981-04-06;0,11607100069522858;0,09018278867006302;22803200
1981-04-07;0,11495500057935715;0,08931569010019302;10684800
1981-04-08;0,12053599953651428;0,09365193545818329;21952000
1981-04-09;0,12276799976825714;0,09538611024618149;12499200
1981-04-10;0,12444200366735458;0,09668675065040588;33465600
1981-04-13;0,12444200366735458;0,09668675065040588;16060800
1981-04-14;0,12444200366735458;0,09668675065040588;6652800
1981-04-15;0,11830399930477142;0,0919177234172821;34048000
1981-04-16;0,11160700023174286;0,08671443164348602;23878400
1981-04-20;0,11495500057935715;0,08931569010019302;35347200
1981-04-21;0,12276799976825714;0,09538611024618149;28537600
1981-04-22;0,12723200023174286;0,09885447472333908;18995200
1981-04-23;0,13057999312877655;0,10145574063062668;58016000
1981-04-24;0,12946400046348572;0,10058863461017609;35056000
1981-04-27;0,1283479928970337;0,09972158819437027;38528000
1981-04-28;0,12611599266529083;0,09798737615346909;32188800
1981-04-29;0,12444200366735458;0,09668675065040588;13641600
1981-04-30;0,12667399644851685;0,09842094033956528;12611200
1981-05-01;0,12667399644851685;0,09842094033956528;16553600
1981-05-04;0,12611599266529083;0,09798737615346909;14448000
1981-05-05;0,125558003783226;0,09755384176969528;17539200
1981-05-06;0,12221000343561172;0,09495256841182709;18950400
1981-05-07;0,12388399988412857;0,09625321626663208;9363200
1981-05-08;0,125;0,09712028503417969;7907200
1981-05-11;0,12221000343561172;0,09495256841182709;11939200
1981-05-12;0,12221000343561172;0,09495256841182709;4256000
1981-05-13;0,12165199965238571;0,0945190042257309;4905600
1981-05-14;0,11997800320386887;0,0932183638215065;4928000
1981-05-15;0,12276799976825714;0,09538611024618149;4905600
1981-05-18;0,125;0,09712028503417969;4166400
1981-05-19;0,12276799976825714;0,09538611024618149;25424000
1981-05-20;0,12667399644851685;0,09842094033956528;13283200
1981-05-21;0,13392899930477142;0,10405778884887695;32211200
1981-05-22;0,140066996216774;0,10882672667503357;31427200
1981-05-26;0,13950900733470917;0,10839320719242096;85344000
1981-05-27;0,14732100069522858;0,11446283757686615;149497600
1981-05-28;0,14732100069522858;0,11446283757686615;73987200
1981-05-29;0,1478790044784546;0,11489642411470413;59382400
1981-06-01;0,1478790044784546;0,11489642411470413;51251200
1981-06-02;0,140625;0,10926029086112976;40432000
1981-06-03;0,140625;0,10926029086112976;39446400
1981-06-04;0,14341500401496887;0,11142804473638535;56067200
1981-06-05;0,141183003783226;0,10969385504722595;57680000
1981-06-08;0,13616099953651428;0,10579200088977814;93497600
1981-06-09;0,13895100355148315;0,10795973241329193;119593600
1981-06-10;0,140625;0,10926029086112976;25222400
1981-06-11;0,14676299691200256;0,11402936279773712;38976000
1981-06-12;0,14508900046348572;0,11272867769002914;25804800
1981-06-15;0,1445309966802597;0,11229515075683594;143763200
