

Folgend die Daten der BASF_Xetra0: [0.9032258064516129, {'day': 19.0, 'month': 3.0, 'year': 1991.0, 'closing_course': 6.0767}, {'day': 12.0, 'month': 4.0, 'year': 1991.0, 'closing_course': 6.09716}]
34: [0.9032258064516129, {'day': 17.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.9414}, {'day': 27.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.6098}]
35: [0.9032258064516129, {'day': 24.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
36: [0.9032258064516129, {'day': 25.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.6258}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
37: [0.9032258064516129, {'day': 12.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 77.983}, {'day': 25.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 83.1503}]
38: [0.9032258064516129, {'day': 13.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 78.2591}, {'day': 26.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.097}]
39: [0.9032258064516129, {'day': 16.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1919}, {'day': 27.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.6098}]
40: [0.9032258064516129, {'day': 17.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.9414}, {'day': 28.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.6492}]
41: [0.9032258064516129, {'day': 18.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.7047}, {'day': 29.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.0181}]
42: [0.9032258064516129, {'day': 19.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 2.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.5192}]
43: [0.9032258064516129, {'day': 23.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.3242}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
44: [0.9032258064516129, {'day': 24.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
45: [0.9354838709677419, {'day': 17.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.9414}, {'day': 29.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.0181}]
46: [0.9354838709677419, {'day': 18.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.7047}, {'day': 2.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.5192}]
47: [0.9032258064516129, {'day': 19.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 3.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.2431}]
48: [0.9032258064516129, {'day': 20.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.5608}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
49: [0.9032258064516129, {'day': 23.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.3242}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
50: [0.9032258064516129, {'day': 23.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.3242}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
51: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 12.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.4403}]


Folgend die Daten der Adidas_Xetra0: [0.9230769230769231, {'day': 12.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.565}, {'day': 23.0, 'month': 4.0, 'year': 1996.0, 'closing_course': 14.6741}]
1: [0.9230769230769231, {'day': 20.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.6545}, {'day': 3.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.147}]
2: [0.9230769230769231, {'day': 21.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.8206}, {'day': 6.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.3388}]
3: [0.9615384615384616, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 2.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.85}]
4: [0.9230769230769231, {'day': 12.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.565}, {'day': 2.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.85}]
5: [0.9615384615384616, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 3.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.147}]
6: [0.9615384615384616, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 6.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.3388}]
7: [0.9230769230769231, {'day': 12.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.565}, {'day': 6.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.3388}]
8: [0.9615384615384616, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 7.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.7734}]
9: [0.9230769230769231, {'day': 14.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1048}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
10: [0.9230769230769231, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
11: [0.9230769230769231, {'day': 12.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.565}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
12: [0.9230769230769231, {'day': 11.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.2454}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
13: [0.9230769230769231, {'day': 14.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1048}, {'day': 13.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.1087}]
14: [0.9230769230769231, {'day': 6.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 11.7597}, {'day': 6.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.3388}]
15: [0.9230769230769231, {'day': 8.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.7184}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
16: [0.9230769230769231, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 13.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.1087}]
17: [0.9230769230769231, {'day': 14.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1048}, {'day': 14.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.62}]
18: [0.9230769230769231, {'day': 4.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.5906}, {'day': 3.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.147}]
19: [0.9230769230769231, {'day': 5.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.271}, {'day': 6.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.3388}]
20: [0.9230769230769231, {'day': 7.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.2327}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
21: [0.9230769230769231, {'day': 8.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.7184}, {'day': 9.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.0831}]
22: [0.9230769230769231, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 14.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.62}]
23: [0.9230769230769231, {'day': 6.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 11.7597}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
24: [0.9230769230769231, {'day': 4.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.5906}, {'day': 7.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.7734}]
25: [0.9230769230769231, {'day': 5.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.271}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
26: [0.9230769230769231, {'day': 6.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 11.7597}, {'day': 9.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.0831}]
27: [0.9230769230769231, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 16.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.3388}]
28: [0.9230769230769231, {'day': 4.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.5906}, {'day': 8.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.2109}]
29: [0.9230769230769231, {'day': 5.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.271}, {'day': 9.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.0831}]
30: [0.9230769230769231, {'day': 12.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.565}, {'day': 23.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.147}]
31: [0.9230769230769231, {'day': 13.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.1432}, {'day': 28.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 14.6357}]
32: [0.9230769230769231, {'day': 4.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.5906}, {'day': 20.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.1854}]
33: [0.9230769230769231, {'day': 7.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.2327}, {'day': 23.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.147}]
34: [0.9230769230769231, {'day': 4.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.5906}, {'day': 23.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 15.147}]
35: [0.9230769230769231, {'day': 7.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.2327}, {'day': 28.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 14.6357}]
36: [0.9230769230769231, {'day': 6.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 11.7597}, {'day': 28.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 14.6357}]
37: [0.9230769230769231, {'day': 5.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.271}, {'day': 28.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 14.6357}]
38: [0.9230769230769231, {'day': 4.0, 'month': 3.0, 'year': 1996.0, 'closing_course': 12.5906}, {'day': 28.0, 'month': 5.0, 'year': 1996.0, 'closing_course': 14.6357}]


Folgend die Daten der wkn_552484_historic0: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 3.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.87143}]
1: [0.9473684210526315, {'day': 14.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82143}, {'day': 29.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82857}]
2: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 4.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.86429}]
3: [0.9473684210526315, {'day': 14.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82143}, {'day': 31.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82857}]
4: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 6.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.79286}]
5: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 7.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.77143}]
6: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 10.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.80714}]
7: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 11.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.83571}]
8: [0.9473684210526315, {'day': 17.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.80714}, {'day': 11.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.83571}]
9: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 12.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.86429}]
10: [0.9473684210526315, {'day': 16.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82857}, {'day': 11.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.83571}]
11: [0.9473684210526315, {'day': 20.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.76786}, {'day': 13.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.87857}]
12: [0.9473684210526315, {'day': 15.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82143}, {'day': 11.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.83571}]
13: [0.9473684210526315, {'day': 16.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82857}, {'day': 12.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.86429}]
14: [0.9473684210526315, {'day': 17.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.80714}, {'day': 13.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.87857}]
15: [0.9473684210526315, {'day': 14.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82143}, {'day': 11.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.83571}]
16: [0.9473684210526315, {'day': 13.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.83571}, {'day': 13.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.87857}]
17: [0.9473684210526315, {'day': 14.0, 'month': 1.0, 'year': 2003.0, 'closing_course': 0.82143}, {'day': 14.0, 'month': 2.0, 'year': 2003.0, 'closing_course': 0.87143}]
