

Folgend die Daten der BASF_Xetra0: [0.9032258064516129, {'day': 19.0, 'month': 3.0, 'year': 1991.0, 'closing_course': 6.0767}, {'day': 12.0, 'month': 4.0, 'year': 1991.0, 'closing_course': 6.09716}]
1: [0.9032258064516129, {'day': 18.0, 'month': 2.0, 'year': 1991.0, 'closing_course': 5.96933}, {'day': 29.0, 'month': 4.0, 'year': 1991.0, 'closing_course': 6.65446}]
2: [0.9032258064516129, {'day': 10.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 6.18919}, {'day': 1.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 5.61398}]
3: [0.9032258064516129, {'day': 10.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 6.18919}, {'day': 2.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 5.79038}]
4: [0.9032258064516129, {'day': 10.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 6.18919}, {'day': 3.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 5.80828}]
5: [0.9032258064516129, {'day': 10.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 6.18919}, {'day': 7.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 5.75459}]


Folgend die Daten der Bayer_Xetra0: [0.9032258064516129, {'day': 13.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 13.8268}, {'day': 30.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 13.9677}]
1: [0.9032258064516129, {'day': 13.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 13.8268}, {'day': 2.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.1992}]
2: [0.9032258064516129, {'day': 13.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 13.8268}, {'day': 3.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.335}]
3: [0.9032258064516129, {'day': 13.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 13.8268}, {'day': 6.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4608}]
4: [0.9032258064516129, {'day': 26.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 13.9476}, {'day': 6.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4608}]
5: [0.9032258064516129, {'day': 11.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 14.4457}, {'day': 15.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.9338}]
6: [0.9032258064516129, {'day': 11.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 14.4457}, {'day': 16.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.974}]
7: [0.9032258064516129, {'day': 12.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 14.486}, {'day': 17.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.7325}]
8: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 3.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.335}]
9: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 6.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4608}]
10: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 6.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4608}]
11: [0.9032258064516129, {'day': 17.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.1941}, {'day': 3.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.335}]
12: [0.9032258064516129, {'day': 18.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.1891}, {'day': 6.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4608}]
13: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 7.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4155}]
14: [0.9032258064516129, {'day': 17.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.1941}, {'day': 6.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4608}]
15: [0.9032258064516129, {'day': 18.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.1891}, {'day': 7.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4155}]
16: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 8.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.33}]
17: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 9.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.335}]
18: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 9.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.335}]
19: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 10.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4759}]
20: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 10.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4759}]
21: [0.9032258064516129, {'day': 25.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.6671}, {'day': 17.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.7325}]
22: [0.9032258064516129, {'day': 28.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.5011}, {'day': 20.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.7325}]
23: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 14.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4206}]
24: [0.9032258064516129, {'day': 21.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.2998}, {'day': 14.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4206}]
25: [0.9032258064516129, {'day': 25.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.6671}, {'day': 20.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.7325}]
26: [0.9032258064516129, {'day': 10.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 14.3702}, {'day': 6.0, 'month': 1.0, 'year': 1992.0, 'closing_course': 14.4608}]


Folgend die Daten der AMD München

Folgend die Daten der wkn_543900_historic

Folgend die Daten der Allianz_Xetra0: [0.9032258064516129, {'day': 7.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 78.2197}, {'day': 13.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 83.2292}]
1: [0.9032258064516129, {'day': 2.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 79.2058}, {'day': 12.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 82.9137}]
2: [0.9032258064516129, {'day': 26.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1919}, {'day': 21.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 83.2292}]
3: [0.9032258064516129, {'day': 1.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 29.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.0181}]
4: [0.9032258064516129, {'day': 13.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 78.2591}, {'day': 15.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.5309}]
5: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 3.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.2431}]
6: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 3.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.2431}]
7: [0.9032258064516129, {'day': 1.0, 'month': 10.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
8: [0.9032258064516129, {'day': 13.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 78.2591}, {'day': 19.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 83.4265}]
9: [0.9032258064516129, {'day': 25.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.6258}, {'day': 29.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.0181}]
10: [0.9032258064516129, {'day': 26.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1919}, {'day': 2.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.5192}]
11: [0.9032258064516129, {'day': 27.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 3.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.2431}]
12: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
13: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
14: [0.9354838709677419, {'day': 13.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 78.2591}, {'day': 20.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 83.4265}]
15: [0.9032258064516129, {'day': 25.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.6258}, {'day': 2.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.5192}]
16: [0.9032258064516129, {'day': 26.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1919}, {'day': 3.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.2431}]
17: [0.9032258064516129, {'day': 27.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
18: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
19: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
20: [0.9032258064516129, {'day': 23.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.3242}, {'day': 29.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.0181}]
21: [0.9032258064516129, {'day': 24.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 2.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.5192}]
22: [0.9032258064516129, {'day': 25.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.6258}, {'day': 3.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.2431}]
23: [0.9032258064516129, {'day': 26.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1919}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
24: [0.9032258064516129, {'day': 27.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
25: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 6.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.6375}]
26: [0.9032258064516129, {'day': 17.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.9414}, {'day': 26.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.097}]
27: [0.9354838709677419, {'day': 18.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.7047}, {'day': 27.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.6098}]
28: [0.9032258064516129, {'day': 25.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.6258}, {'day': 4.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.9531}]
29: [0.9032258064516129, {'day': 26.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1919}, {'day': 5.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.0459}]
30: [0.9032258064516129, {'day': 27.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1525}, {'day': 6.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 82.6375}]
31: [0.9032258064516129, {'day': 30.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 79.7581}, {'day': 9.0, 'month': 12.0, 'year': 1991.0, 'closing_course': 83.3081}]
32: [0.9032258064516129, {'day': 13.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 78.2591}, {'day': 25.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 83.1503}]
33: [0.9032258064516129, {'day': 16.0, 'month': 9.0, 'year': 1991.0, 'closing_course': 80.1919}, {'day': 26.0, 'month': 11.0, 'year': 1991.0, 'closing_course': 84.097}]
