Ticker Symbol: EAST
Name: Eastside Distilling Inc. Common Stock
Market Cap: 5036537.00
Country: United States
IPO Year: 
Volume: 87096
Sector: Consumer Staples
Industry: Beverages (Production/Distribution)

First year of data: 2017.0
Chance;Buy_Day;Buy_Month;Sell_Day;Sell_Month
1.0;2.0;1.0;9.0;1.0
1.0;2.0;1.0;9.0;1.0
1.0;11.0;1.0;19.0;1.0
1.0;12.0;1.0;22.0;1.0
1.0;16.0;1.0;23.0;1.0
1.0;16.0;1.0;23.0;1.0
1.0;29.0;1.0;5.0;2.0
1.0;29.0;1.0;5.0;2.0
1.0;29.0;1.0;5.0;2.0
1.0;16.0;4.0;23.0;4.0
1.0;16.0;4.0;23.0;4.0
1.0;18.0;4.0;25.0;4.0
1.0;19.0;4.0;26.0;4.0
1.0;20.0;4.0;27.0;4.0
1.0;23.0;4.0;30.0;4.0
1.0;23.0;4.0;30.0;4.0
1.0;30.0;5.0;6.0;6.0
1.0;31.0;5.0;7.0;6.0
1.0;18.0;6.0;25.0;6.0
1.0;18.0;6.0;25.0;6.0
1.0;18.0;6.0;25.0;6.0
1.0;9.0;10.0;16.0;10.0
1.0;10.0;10.0;17.0;10.0
1.0;12.0;10.0;19.0;10.0
1.0;15.0;10.0;22.0;10.0
1.0;15.0;10.0;22.0;10.0
1.0;2.0;1.0;10.0;1.0
1.0;2.0;1.0;10.0;1.0
1.0;11.0;1.0;22.0;1.0
1.0;29.0;1.0;6.0;2.0
1.0;29.0;1.0;6.0;2.0
1.0;29.0;1.0;6.0;2.0
1.0;2.0;4.0;10.0;4.0
1.0;16.0;4.0;24.0;4.0
1.0;16.0;4.0;24.0;4.0
1.0;18.0;4.0;26.0;4.0
1.0;19.0;4.0;27.0;4.0
1.0;20.0;4.0;30.0;4.0
1.0;23.0;4.0;1.0;5.0
1.0;23.0;4.0;1.0;5.0
1.0;30.0;5.0;7.0;6.0
1.0;15.0;6.0;25.0;6.0
1.0;18.0;6.0;26.0;6.0
1.0;18.0;6.0;26.0;6.0
1.0;8.0;10.0;16.0;10.0
1.0;8.0;10.0;16.0;10.0
1.0;8.0;10.0;16.0;10.0
1.0;9.0;10.0;17.0;10.0
1.0;10.0;1.0;22.0;1.0
1.0;26.0;1.0;6.0;2.0
1.0;29.0;1.0;7.0;2.0
1.0;29.0;1.0;7.0;2.0
1.0;29.0;1.0;7.0;2.0
1.0;13.0;4.0;24.0;4.0
1.0;16.0;4.0;25.0;4.0
1.0;16.0;4.0;25.0;4.0
1.0;16.0;4.0;25.0;4.0
1.0;18.0;4.0;27.0;4.0
1.0;19.0;4.0;30.0;4.0
1.0;20.0;4.0;1.0;5.0
1.0;23.0;4.0;2.0;5.0
1.0;23.0;4.0;2.0;5.0
1.0;15.0;6.0;26.0;6.0
1.0;18.0;6.0;27.0;6.0
1.0;8.0;10.0;17.0;10.0
1.0;8.0;10.0;17.0;10.0
1.0;10.0;10.0;19.0;10.0
1.0;12.0;10.0;23.0;10.0
1.0;21.0;12.0;3.0;1.0
1.0;9.0;1.0;22.0;1.0
1.0;26.0;1.0;7.0;2.0
1.0;29.0;1.0;8.0;2.0
1.0;29.0;1.0;8.0;2.0
1.0;12.0;4.0;24.0;4.0
1.0;13.0;4.0;25.0;4.0
1.0;16.0;4.0;26.0;4.0
1.0;16.0;4.0;26.0;4.0
1.0;16.0;4.0;26.0;4.0
1.0;18.0;4.0;30.0;4.0
1.0;19.0;4.0;1.0;5.0
1.0;20.0;4.0;2.0;5.0
1.0;23.0;4.0;3.0;5.0
1.0;13.0;6.0;25.0;6.0
1.0;15.0;6.0;27.0;6.0
1.0;18.0;6.0;28.0;6.0
1.0;18.0;6.0;28.0;6.0
1.0;4.0;10.0;16.0;10.0
1.0;5.0;10.0;17.0;10.0
1.0;9.0;10.0;19.0;10.0
1.0;10.0;10.0;22.0;10.0
1.0;11.0;10.0;23.0;10.0
1.0;2.0;1.0;16.0;1.0
1.0;2.0;1.0;16.0;1.0
1.0;8.0;1.0;22.0;1.0
1.0;22.0;1.0;2.0;2.0
1.0;22.0;1.0;2.0;2.0
1.0;23.0;1.0;5.0;2.0
1.0;24.0;1.0;6.0;2.0
1.0;25.0;1.0;7.0;2.0
1.0;26.0;1.0;8.0;2.0
1.0;29.0;1.0;9.0;2.0
1.0;29.0;1.0;9.0;2.0
1.0;11.0;4.0;24.0;4.0
1.0;16.0;4.0;27.0;4.0
1.0;16.0;4.0;27.0;4.0
1.0;16.0;4.0;27.0;4.0
1.0;18.0;4.0;1.0;5.0
1.0;19.0;4.0;2.0;5.0
1.0;23.0;4.0;4.0;5.0
1.0;15.0;6.0;28.0;6.0
1.0;18.0;6.0;29.0;6.0
1.0;3.0;10.0;16.0;10.0
1.0;4.0;10.0;17.0;10.0
1.0;8.0;10.0;19.0;10.0
1.0;8.0;10.0;19.0;10.0
1.0;9.0;10.0;22.0;10.0
1.0;11.0;10.0;24.0;10.0
1.0;20.0;12.0;4.0;1.0
1.0;23.0;1.0;6.0;2.0
1.0;24.0;1.0;7.0;2.0
1.0;26.0;1.0;9.0;2.0
1.0;29.0;1.0;12.0;2.0
1.0;29.0;1.0;12.0;2.0
1.0;29.0;1.0;12.0;2.0
1.0;10.0;4.0;24.0;4.0
1.0;11.0;4.0;25.0;4.0
