Ticker Symbol: PHIO
Name: Phio Pharmaceuticals Corp. Common Stock
Market Cap: 5843060.00
Country: United States
IPO Year: 
Volume: 8328
Sector: Health Care
Industry: Biotechnology: Pharmaceutical Preparations

First year of data: 2012.0
Chance;Buy_Day;Buy_Month;Sell_Day;Sell_Month
0.8888888888888888;4.0;3.0;14.0;3.0
0.8888888888888888;1.0;3.0;14.0;3.0
0.8888888888888888;4.0;3.0;15.0;3.0
0.8888888888888888;4.0;3.0;15.0;3.0
0.8888888888888888;18.0;11.0;2.0;12.0
0.8888888888888888;1.0;3.0;15.0;3.0
0.8888888888888888;4.0;3.0;18.0;3.0
0.8888888888888888;18.0;11.0;3.0;12.0
0.8888888888888888;1.0;3.0;18.0;3.0
0.8888888888888888;11.0;2.0;7.0;3.0
0.8888888888888888;4.0;2.0;15.0;3.0
0.8888888888888888;28.0;1.0;13.0;3.0
0.8888888888888888;28.0;1.0;14.0;3.0
0.8888888888888888;22.0;1.0;15.0;3.0
0.8888888888888888;22.0;1.0;15.0;3.0
0.8888888888888888;18.0;1.0;15.0;3.0
0.8888888888888888;22.0;1.0;18.0;3.0
0.8888888888888888;22.0;1.0;18.0;3.0
0.8888888888888888;18.0;1.0;18.0;3.0
0.8888888888888888;22.0;1.0;19.0;3.0
0.8888888888888888;17.0;1.0;18.0;3.0
0.8888888888888888;18.0;1.0;19.0;3.0
0.8888888888888888;22.0;1.0;20.0;3.0
0.8888888888888888;18.0;1.0;21.0;3.0
