Ticker Symbol: LGMK
Name: LogicMark Inc. Common Stock
Market Cap: 5011517.00
Country: United States
IPO Year: 
Volume: 301941
Sector: Consumer Discretionary
Industry: Diversified Commercial Services

First year of data: 2013.0
Chance;Buy_Day;Buy_Month;Sell_Day;Sell_Month
0.875;6.0;1.0;13.0;1.0
0.875;7.0;2.0;20.0;2.0
0.875;9.0;6.0;26.0;6.0
0.875;9.0;6.0;27.0;6.0
0.875;9.0;6.0;3.0;7.0
0.875;13.0;11.0;14.0;1.0
0.875;14.0;11.0;15.0;1.0
0.875;5.0;11.0;15.0;1.0
0.875;7.0;11.0;20.0;1.0
0.875;17.0;10.0;20.0;1.0
0.875;20.0;10.0;21.0;1.0
0.875;20.0;10.0;21.0;1.0
