Chance: 0.8048780487804879;Profit: 364.5197834692798;Ticker Symbol: AXSM;Name: Axsome Therapeutics Inc. Common Stock;Market Cap: 2678156550.00;Country: United States;IPO Year: 2015;Volume: 317011;Sector: Health Care;Industry: Biotechnology: Pharmaceutical Preparations
Chance: 0.8048780487804879;Profit: 364.5197834692798;Ticker Symbol: T^A;Name: AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A;Market Cap: ;Country: United States;IPO Year: ;Volume: 59106;Sector: ;Industry: 
